"Time","Food..Beverages...Tobacco","Paper.Rubber.Plastic.Products...Printing","Petroleum..Chemical...Pharmaceutical.Products","Fabricated.Metal.Products..Machinery...Equipment","Electronic..Computer...Optical.Products","Transport.Equipment","Other.Manufacturing.Industries","Construction","Wholesale.Trade","Retail.Trade","Land.Transport...Supporting.Services","Water.Transport...Supporting.Services","Air.Transport...Supporting.Services","Other.Transportation...Storage.Services","Accommodation","Food...Beverage.Services","Telecommunications..Broadcasting...Publishing","IT...Other.Information.Services","Financial.Services","Insurance.Services","Real.Estate.Services","Legal..Accounting...Management.Services","Architectural...Engineering.Services","Other.Professional.Services","Security...Investigation","Cleaning...Landscaping","Other.Administrative...Support.Services","Public.Administration...Education","Health...Social.Services","Arts..Entertainment...Recreation","Other.Community..Social...Personal.Services","Others"
2021.75,1529.16666666667,916.666666666667,804.166666666667,3608.33333333333,3191.66666666667,1745.83333333333,1850,12445.8333333333,6200,4900,1704.16666666667,1275,1370.83333333333,2466.66666666667,1320.83333333333,7158.33333333333,1204.16666666667,7616.66666666667,6779.16666666667,600,1958.33333333333,5337.5,2187.5,1020.83333333333,1637.5,2816.66666666667,3291.66666666667,9883.33333333333,6916.66666666667,1987.5,1362.5,950
2022,1816.66666666667,1166.66666666667,1158.33333333333,3254.16666666667,3070.83333333333,2054.16666666667,1900,13083.3333333333,5887.5,5129.16666666667,1237.5,1379.16666666667,1420.83333333333,3150,1791.66666666667,7337.5,2841.66666666667,9070.83333333333,13379.1666666667,716.666666666667,1825,5691.66666666667,2504.16666666667,833.333333333333,1741.66666666667,2175,3437.5,9950,6783.33333333333,2070.83333333333,966.666666666667,716.666666666667
2022.25,1891.66666666667,1283.33333333333,1129.16666666667,4050,3212.5,2058.33333333333,1533.33333333333,13079.1666666667,6908.33333333333,5125,1812.5,1587.5,1100,3916.66666666667,2133.33333333333,8200,2529.16666666667,9887.5,12804.1666666667,820.833333333333,1958.33333333333,6529.16666666667,2775,1025,2187.5,2420.83333333333,3254.16666666667,10579.1666666667,8075,2004.16666666667,2379.16666666667,950
2022.5,1904.16666666667,837.5,1258.33333333333,4979.16666666667,3775,2500,1462.5,12516.6666666667,7116.66666666667,6016.66666666667,1579.16666666667,1458.33333333333,1870.83333333333,3583.33333333333,2166.66666666667,9554.16666666667,2429.16666666667,10333.3333333333,10083.3333333333,904.166666666667,2287.5,5833.33333333333,3387.5,1625,2179.16666666667,1962.5,4500,11441.6666666667,8504.16666666667,2104.16666666667,2641.66666666667,604.166666666667
2022.75,1604.16666666667,737.5,1058.33333333333,4879.16666666667,2775,1900,1562.5,10416.6666666667,6216.66666666667,5116.66666666667,1879.16666666667,1458.33333333333,1770.83333333333,3383.33333333333,1866.66666666667,8154.16666666667,1929.16666666667,8233.33333333333,8583.33333333333,904.166666666667,2287.5,5233.33333333333,2587.5,1325,2079.16666666667,2362.5,3000,10041.6666666667,8204.16666666667,2304.16666666667,2341.66666666667,604.166666666667
2023,1716.66666666667,750,1133.33333333333,5200,3000,2033.33333333333,1633.33333333333,11283.3333333333,6566.66666666667,5500,1950,1500,1883.33333333333,3566.66666666667,1800,8683.33333333333,2050,8766.66666666667,8633.33333333333,900,2400,5416.66666666667,2800,1516.66666666667,2183.33333333333,2400,3400,10683.3333333333,8650,2416.66666666667,2500,583.333333333333
2023.25,1837.5,737.5,1225,5562.5,3275,2200,1712.5,12200,6950,5950,2012.5,1525,2037.5,3750,1700,9287.5,2162.5,9300,8450,887.5,2537.5,5550,3037.5,1775,2312.5,2412.5,3900,11425,9137.5,2537.5,2675,537.5
2023.5,1966.66666666667,700,1333.33333333333,5966.66666666667,3600,2400,1800,13166.6666666667,7366.66666666667,6466.66666666667,2066.66666666667,1533.33333333333,2233.33333333333,3933.33333333333,1566.66666666667,9966.66666666667,2266.66666666667,9833.33333333333,8033.33333333333,866.666666666667,2700,5633.33333333333,3300,2100,2466.66666666667,2400,4500,12266.6666666667,9666.66666666667,2666.66666666667,2866.66666666667,466.666666666667
2023.75,2104.16666666667,637.5,1458.33333333333,6412.5,3975,2633.33333333333,1895.83333333333,14183.3333333333,7816.66666666667,7050,2112.5,1525,2470.83333333333,4116.66666666667,1400,10720.8333333333,2362.5,10366.6666666667,7383.33333333333,837.5,2887.5,5666.66666666667,3587.5,2491.66666666667,2645.83333333333,2362.5,5200,13208.3333333333,10237.5,2804.16666666667,3075,370.833333333333
2024,2250,550,1600,6900,4400,2900,2000,15250,8300,7700,2150,1500,2750,4300,1200,11550,2450,10900,6500,800,3100,5650,3900,2950,2850,2300,6000,14250,10850,2950,3300,250
2024.25,2404.16666666667,437.5,1758.33333333333,7429.16666666667,4875,3200,2112.5,16366.6666666667,8816.66666666667,8416.66666666667,2179.16666666667,1458.33333333333,3070.83333333333,4483.33333333333,966.666666666667,12454.1666666667,2529.16666666667,11433.3333333333,5383.33333333333,754.166666666667,3337.5,5583.33333333333,4237.5,3475,3079.16666666667,2212.5,6900,15391.6666666667,11504.1666666667,3104.16666666667,3541.66666666667,104.166666666667
